1.1.1.1	alcohol dehydrogenase
1.1.99.20	alkan-1-ol dehydrogenase (acceptor)
1.1.99.21	D-sorbitol dehydrogenase (acceptor)
1.1.99.22	glycerol dehydrogenase (acceptor)
1.1.99.24	hydroxyacid-oxoacid transhydrogenase
1.1.99.26	3-hydroxycyclohexanone dehydrogenase
1.1.99.27	(R)-pantolactone dehydrogenase (flavin)
1.1.99.28	glucose-fructose oxidoreductase
1.1.99.29	pyranose dehydrogenase (acceptor)
1.1.99.30	2-oxo-acid reductase
1.1.99.31	(S)-mandelate dehydrogenase
1.1.99.32	L-sorbose 1-dehydrogenase
1.1.99.35	soluble quinoprotein glucose dehydrogenase
1.1.99.36	alcohol dehydrogenase (nicotinoprotein)
1.1.99.37	methanol dehydrogenase (nicotinoprotein)
1.1.99.38	2-deoxy-scyllo-inosamine dehydrogenase (AdoMet-dependent)
1.1.99.39	D-2-hydroxyglutarate dehydrogenase
1.1.99.40	(R)-2-hydroxyglutarate--pyruvate transhydrogenase
1.1.99.41	3-hydroxy-1,2-didehydro-2,3-dihydrotabersonine reductase
1.1.99.42	4-pyridoxate dehydrogenase
1.2.1.3	aldehyde dehydrogenase (NAD(+))
1.2.1.4	aldehyde dehydrogenase (NADP(+))
1.2.1.5	aldehyde dehydrogenase [NAD(P)(+)]
1.2.1.7	benzaldehyde dehydrogenase (NADP(+))
1.2.1.8	betaine-aldehyde dehydrogenase
1.2.1.9	glyceraldehyde-3-phosphate dehydrogenase (NADP(+))
1.2.1.10	acetaldehyde dehydrogenase (acetylating)
1.2.1.11	aspartate-semialdehyde dehydrogenase
1.2.1.12	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (phosphorylating)
1.2.1.15	malonate-semialdehyde dehydrogenase
1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)(+)]
1.2.1.17	glyoxylate dehydrogenase (acylating)
1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
1.2.1.19	aminobutyraldehyde dehydrogenase
1.2.1.20	glutarate-semialdehyde dehydrogenase
1.2.1.21	glycolaldehyde dehydrogenase
1.2.1.22	lactaldehyde dehydrogenase
1.2.1.23	2-oxoaldehyde dehydrogenase (NAD(+))
1.2.1.24	succinate-semialdehyde dehydrogenase (NAD(+))
1.2.1.25	branched-chain alpha-keto acid dehydrogenase system
1.2.1.26	2,5-dioxovalerate dehydrogenase
1.2.1.27	methylmalonate-semialdehyde dehydrogenase (CoA acylating)
1.2.1.28	benzaldehyde dehydrogenase (NAD(+))
1.2.1.29	aryl-aldehyde dehydrogenase
1.2.1.30	carboxylate reductase (NADP(+))
1.2.1.31	L-aminoadipate-semialdehyde dehydrogenase
1.2.1.32	aminomuconate-semialdehyde dehydrogenase
1.2.1.33	(R)-dehydropantoate dehydrogenase
1.2.1.36	retinal dehydrogenase
1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase
1.2.1.39	phenylacetaldehyde dehydrogenase
1.2.1.41	glutamate-5-semialdehyde dehydrogenase
1.2.1.42	hexadecanal dehydrogenase (acylating)
1.2.1.44	cinnamoyl-CoA reductase
1.2.1.46	formaldehyde dehydrogenase
1.2.1.47	4-trimethylammoniobutyraldehyde dehydrogenase
1.2.1.48	long-chain-aldehyde dehydrogenase
1.2.1.49	2-oxoaldehyde dehydrogenase (NADP(+))
1.2.1.50	long-chain-fatty-acyl-CoA reductase
1.2.1.51	pyruvate dehydrogenase (NADP(+))
1.2.1.52	oxoglutarate dehydrogenase (NADP(+))
1.2.1.53	4-hydroxyphenylacetaldehyde dehydrogenase
1.2.1.54	gamma-guanidinobutyraldehyde dehydrogenase
1.2.1.57	butanal dehydrogenase
1.2.1.58	phenylglyoxylate dehydrogenase (acylating)
1.2.1.59	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating)
1.2.1.60	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase
1.2.1.61	4-hydroxymuconic-semialdehyde dehydrogenase
1.2.1.62	4-formylbenzenesulfonate dehydrogenase
1.2.1.63	6-oxohexanoate dehydrogenase
1.2.1.64	4-hydroxybenzaldehyde dehydrogenase (NAD(+))
1.2.1.65	salicylaldehyde dehydrogenase
1.2.1.67	vanillin dehydrogenase
1.2.1.68	coniferyl-aldehyde dehydrogenase
1.2.1.69	fluoroacetaldehyde dehydrogenase
1.2.1.70	glutamyl-tRNA reductase
1.2.1.71	succinylglutamate-semialdehyde dehydrogenase
1.2.1.72	erythrose-4-phosphate dehydrogenase
1.2.1.73	sulfoacetaldehyde dehydrogenase
1.2.1.74	abieta-7,13-dien-18-al dehydrogenase
1.2.1.75	malonyl CoA reductase (malonate semialdehyde-forming)
1.2.1.76	succinate-semialdehyde dehydrogenase (acetylating)
1.2.1.77	3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP(+))
1.2.1.78	2-formylbenzoate dehydrogenase
1.2.1.79	succinate-semialdehyde dehydrogenase (NADP(+))
1.2.1.80	long-chain acyl-[acyl-carrier-protein] reductase
1.2.1.81	sulfoacetaldehyde dehydrogenase (acylating)
1.2.1.82	beta-apo-4'-carotenal dehydrogenase
1.2.1.83	3-succinoylsemialdehyde-pyridine dehydrogenase
1.2.1.84	alcohol-forming fatty acyl-CoA reductase (NADPH)
1.2.1.85	2-hydroxymuconate-6-semialdehyde dehydrogenase
1.2.1.86	geranial dehydrogenase
1.2.1.87	propanal dehydrogenase (CoA-propanoylating)
1.2.1.88	L-glutamate gamma-semialdehyde dehydrogenase
1.2.1.89	D-glyceraldehyde dehydrogenase (NADP(+))
1.2.1.90	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)(+)]
1.2.1.91	3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase
1.2.1.92	3,6-anhydro-alpha-L-galactose dehydrogenase
1.2.1.94	farnesal dehydrogenase
1.2.1.95	L-2-aminoadipate reductase
1.2.1.96	4-hydroxybenzaldehyde dehydrogenase (NADP(+))
1.2.1.97	3-sulfolactaldehyde dehydrogenase
1.2.1.98	2-hydroxy-2-methylpropanal dehydrogenase
1.2.1.99	4-(gamma-glutamylamino)butanal dehydrogenase
1.2.1.100	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylate 5-dehydrogenase
1.2.1.101	L-tyrosine reductase
1.2.1.102	isopyridoxal dehydrogenase (5-pyridoxate-forming)
1.2.1.103	[amino-group carrier protein]-6-phospho-L-2-aminoadipate reductase
1.2.1.104	pyruvate dehydrogenase system
1.2.1.105	2-oxoglutarate dehydrogenase system
1.2.1.106	[amino-group carrier protein]-5-phospho-L-glutamate reductase
1.2.1.107	glyceraldehyde-3-phosphate dehydrogenase (arsenate-transferring)
1.2.1.n2	fatty acyl-CoA reductase
1.2.2.1	formate dehydrogenase (cytochrome)
1.2.3.1	aldehyde oxidase
1.2.3.3	pyruvate oxidase
1.2.3.4	oxalate oxidase
1.2.3.5	glyoxylate oxidase
1.2.3.6	pyruvate oxidase (CoA-acetylating)
1.2.3.7	indole-3-acetaldehyde oxidase
1.2.3.8	pyridoxal oxidase
1.2.3.9	aryl-aldehyde oxidase
1.2.3.13	4-hydroxyphenylpyruvate oxidase
1.2.3.14	abscisic-aldehyde oxidase
1.2.3.15	(methyl)glyoxal oxidase
1.2.4.1	pyruvate dehydrogenase (acetyl-transferring)
1.2.4.2	oxoglutarate dehydrogenase (succinyl-transferring)
1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)
1.2.5.1	pyruvate dehydrogenase (quinone)
1.2.5.2	aldehyde dehydrogenase (quinone)
1.2.5.3	aerobic carbon monoxide dehydrogenase
1.2.7.1	pyruvate synthase
1.2.7.3	2-oxoglutarate synthase
1.2.7.4	anaerobic carbon-monoxide dehydrogenase
1.2.7.5	aldehyde ferredoxin oxidoreductase
1.2.7.6	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin)
1.2.7.7	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)
1.2.7.8	indolepyruvate ferredoxin oxidoreductase
1.2.7.10	oxalate oxidoreductase
1.2.7.11	2-oxoacid oxidoreductase (ferredoxin)
1.2.7.12	formylmethanofuran dehydrogenase
1.2.98.1	formaldehyde dismutase
1.2.99.6	carboxylate reductase
1.2.99.7	aldehyde dehydrogenase (FAD-independent)
1.2.99.8	glyceraldehyde dehydrogenase (FAD-containing)
1.2.99.10	4,4'-diapolycopenoate synthase
1.3.1.1	dihydrouracil dehydrogenase (NAD(+))
1.3.1.2	dihydropyrimidine dehydrogenase (NADP(+))
1.3.1.3	Delta(4)-3-oxosteroid 5beta-reductase
1.3.1.5	cucurbitacin Delta(23)-reductase
1.3.1.6	fumarate reductase (NADH)
1.3.1.7	meso-tartrate dehydrogenase
1.3.1.8	acyl-CoA dehydrogenase (NADP(+))
1.3.1.9	enoyl-[acyl-carrier-protein] reductase (NADH)
1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
1.3.1.11	2-coumarate reductase
1.3.1.12	prephenate dehydrogenase
1.3.1.13	prephenate dehydrogenase (NADP(+))
1.3.1.14	dihydroorotate dehydrogenase (NAD(+))
1.3.1.15	dihydroorotate dehydrogenase (NADP(+))
1.3.1.16	beta-nitroacrylate reductase
1.3.1.17	3-methyleneoxindole reductase
1.3.1.18	kynurenate-7,8-dihydrodiol dehydrogenase
1.3.1.19	cis-1,2-dihydrobenzene-1,2-diol dehydrogenase
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase
1.3.1.21	7-dehydrocholesterol reductase
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP(+))
1.3.1.24	biliverdin reductase
1.3.1.25	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase
1.3.1.27	2-hexadecenal reductase
1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
1.3.1.29	cis-1,2-dihydro-1,2-dihydroxynaphthalene dehydrogenase
1.3.1.31	2-enoate reductase
1.3.1.32	maleylacetate reductase
1.3.1.33	protochlorophyllide reductase
1.3.1.34	2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]
1.3.1.36	geissoschizine dehydrogenase
1.3.1.37	cis-2-enoyl-CoA reductase (NADPH)
1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)
1.3.1.39	enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)
1.3.1.40	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate reductase
1.3.1.41	xanthommatin reductase
1.3.1.42	12-oxophytodienoate reductase
1.3.1.43	arogenate dehydrogenase
1.3.1.44	trans-2-enoyl-CoA reductase (NAD(+))
1.3.1.45	2'-hydroxyisoflavone reductase
1.3.1.46	biochanin-A reductase
1.3.1.47	alpha-santonin 1,2-reductase
1.3.1.48	15-oxoprostaglandin 13-reductase
1.3.1.49	cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase
1.3.1.51	2'-hydroxydaidzein reductase
1.3.1.53	(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate dehydrogenase
1.3.1.54	precorrin-6A reductase
1.3.1.56	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
1.3.1.57	phloroglucinol reductase
1.3.1.58	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase
1.3.1.60	dibenzothiophene dihydrodiol dehydrogenase
1.3.1.62	pimeloyl-CoA dehydrogenase
1.3.1.64	phthalate 4,5-cis-dihydrodiol dehydrogenase
1.3.1.65	5,6-dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline dehydrogenase
1.3.1.66	cis-dihydroethylcatechol dehydrogenase
1.3.1.67	cis-1,2-dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate dehydrogenase
1.3.1.68	1,2-dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate dehydrogenase
1.3.1.69	zeatin reductase
1.3.1.70	Delta(14)-sterol reductase
1.3.1.71	Delta(24(24(1)))-sterol reductase
1.3.1.72	Delta(24)-sterol reductase
1.3.1.73	1,2-dihydrovomilenine 19,20-reductase
1.3.1.74	2-alkenal reductase [NAD(P)(+)]
1.3.1.75	3,8-divinyl protochlorophyllide a 8-vinyl-reductase (NADPH)
1.3.1.76	precorrin-2 dehydrogenase
1.3.1.77	anthocyanidin reductase [(2R,3R)-flavan-3-ol-forming]
1.3.1.78	arogenate dehydrogenase (NADP(+))
1.3.1.79	arogenate dehydrogenase [NAD(P)(+)]
1.3.1.81	(+)-pulegone reductase
1.3.1.82	(-)-isopiperitenone reductase
1.3.1.83	geranylgeranyl diphosphate reductase
1.3.1.84	acrylyl-CoA reductase (NADPH)
1.3.1.85	crotonyl-CoA carboxylase/reductase
1.3.1.86	crotonyl-CoA reductase
1.3.1.87	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase
1.3.1.88	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]
1.3.1.89	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]
1.3.1.90	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)(+)]
1.3.1.91	tRNA-dihydrouridine(20) synthase [NAD(P)(+)]
1.3.1.92	artemisinic aldehyde Delta(11(13)) reductase
1.3.1.93	very-long-chain enoyl-CoA reductase
1.3.1.94	polyprenal reductase
1.3.1.95	acryloyl-CoA reductase (NADH)
1.3.1.96	Botryococcus squalene synthase
1.3.1.97	botryococcene synthase
1.3.1.98	UDP-N-acetylmuramate dehydrogenase
1.3.1.100	chanoclavine-I aldehyde reductase
1.3.1.101	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase [NAD(P)H]
1.3.1.102	2-alkenal reductase (NADP(+))
1.3.1.103	2-haloacrylate reductase
1.3.1.104	enoyl-[acyl-carrier-protein] reductase
1.3.1.105	2-methylene-furan-3-one reductase
1.3.1.106	cobalt-precorrin-6A reductase
1.3.1.107	sanguinarine reductase
1.3.1.108	caffeoyl-CoA reductase
1.3.1.109	butanoyl-CoA dehydrogenase complex (NAD(+), ferredoxin)
1.3.1.111	geranylgeranyl-bacteriochlorophyllide a reductase
1.3.1.112	anthocyanidin reductase [(2S)-flavan-3-ol-forming]
1.3.1.113	(4-alkanoyl-5-oxo-2,5-dihydrofuran-3-yl)methyl phosphate reductase
1.3.1.114	3-dehydro-bile acid Delta(4,6)-reductase
1.3.1.115	3-oxocholoyl-CoA 4-desaturase
1.3.1.116	7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase
1.3.1.117	hydroxycinnamoyl-CoA reductase
1.3.1.118	meromycolic acid enoyl-[acyl-carrier-protein] reductase
1.3.1.119	chlorobenzene dihydrodiol dehydrogenase
1.3.1.120	cyclohexane-1-carbonyl-CoA reductase (NADP(+))
1.3.1.121	4-amino-4-deoxyprephenate dehydrogenase
1.3.1.122	(S)-8-oxocitronellyl enol synthase
1.3.1.123	7-epi-iridoid synthase
1.3.1.124	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]
1.3.1.125	acrylate reductase
1.3.1.126	2-epi-5-epi-valiolone dehydrogenase
1.3.1.128	precondylocarpine acetate reductase
1.3.1.n3	curcumin reductase
1.3.2.3	L-galactonolactone dehydrogenase
1.3.2.4	fumarate reductase (cytochrome)
1.3.3.3	coproporphyrinogen oxidase
1.3.3.4	protoporphyrinogen oxidase
1.3.3.5	bilirubin oxidase
1.3.3.6	acyl-CoA oxidase
1.3.3.7	dihydrouracil oxidase
1.3.3.8	tetrahydroberberine oxidase
1.3.3.10	tryptophan alpha,beta-oxidase
1.3.3.11	pyrroloquinoline-quinone synthase
1.3.3.12	L-galactonolactone oxidase
1.3.3.13	albonoursin synthase
1.3.3.14	aclacinomycin-A oxidase
1.3.3.15	coproporphyrinogen III oxidase (coproporphyrin-forming)
1.3.3.16	oxazoline dehydrogenase
1.3.3.17	benzylmalonyl-CoA dehydrogenase
1.3.4.1	fumarate reductase (CoM/CoB)
1.3.5.1	succinate dehydrogenase
1.3.5.2	dihydroorotate dehydrogenase (quinone)
1.3.5.3	protoporphyrinogen IX dehydrogenase (quinone)
1.3.5.5	15-cis-phytoene desaturase
1.3.5.6	9,9'-di-cis-zeta-carotene desaturase
1.3.7.1	6-hydroxynicotinate reductase
1.3.7.2	15,16-dihydrobiliverdin:ferredoxin oxidoreductase
1.3.7.3	phycoerythrobilin:ferredoxin oxidoreductase
1.3.7.4	phytochromobilin:ferredoxin oxidoreductase
1.3.7.5	phycocyanobilin:ferredoxin oxidoreductase
1.3.7.6	phycoerythrobilin synthase
1.3.7.7	ferredoxin:protochlorophyllide reductase (ATP-dependent)
1.3.7.8	benzoyl-CoA reductase
1.3.7.11	2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase
1.3.7.12	red chlorophyll catabolite reductase
1.3.7.13	3,8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)
1.3.7.14	3,8-divinyl chlorophyllide a reductase
1.3.7.15	chlorophyllide a reductase
1.3.8.1	short-chain acyl-CoA dehydrogenase
1.3.8.2	4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
1.3.8.3	(R)-benzylsuccinyl-CoA dehydrogenase
1.3.8.4	isovaleryl-CoA dehydrogenase
1.3.8.5	short-chain 2-methylacyl-CoA dehydrogenase
1.3.8.6	glutaryl-CoA dehydrogenase (ETF)
1.3.8.7	medium-chain acyl-CoA dehydrogenase
1.3.8.8	long-chain-acyl-CoA dehydrogenase
1.3.8.9	very-long-chain acyl-CoA dehydrogenase
1.3.8.10	cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
1.3.8.11	cyclohexane-1-carbonyl-CoA dehydrogenase (electron-transfer flavoprotein)
1.3.8.12	(2S)-methylsuccinyl-CoA dehydrogenase
1.3.8.13	crotonobetainyl-CoA reductase
1.3.8.14	L-prolyl-[peptidyl-carrier protein] dehydrogenase
1.3.8.15	3-(aryl)acrylate reductase
1.3.8.16	2-amino-4-deoxychorismate dehydrogenase
1.3.8.17	dehydro coenzyme F420 reductase
1.3.98.1	dihydroorotate oxidase (fumarate)
1.3.98.3	coproporphyrinogen dehydrogenase
1.3.98.4	5a,11a-dehydrotetracycline reductase
1.3.98.5	hydrogen peroxide-dependent heme synthase
1.3.98.6	AdoMet-dependent heme synthase
1.3.98.7	[mycofactocin precursor peptide]-tyrosine decarboxylase
1.3.99.4	3-oxosteroid 1-dehydrogenase
1.3.99.5	3-oxo-5alpha-steroid 4-dehydrogenase (acceptor)
1.3.99.6	3-oxo-5beta-steroid 4-dehydrogenase
1.3.99.8	2-furoyl-CoA dehydrogenase
1.3.99.14	cyclohexanone dehydrogenase
1.3.99.16	isoquinoline 1-oxidoreductase
1.3.99.17	quinoline 2-oxidoreductase
1.3.99.18	quinaldate 4-oxidoreductase
1.3.99.19	quinoline-4-carboxylate 2-oxidoreductase
1.3.99.23	all-trans-retinol 13,14-reductase
1.3.99.25	carvone reductase
1.3.99.26	all-trans-zeta-carotene desaturase
1.3.99.27	1-hydroxycarotenoid 3,4-desaturase
1.3.99.28	phytoene desaturase (neurosporene-forming)
1.3.99.29	phytoene desaturase (zeta-carotene-forming)
1.3.99.30	phytoene desaturase (3,4-didehydrolycopene-forming)
1.3.99.31	phytoene desaturase (lycopene-forming)
1.3.99.32	glutaryl-CoA dehydrogenase (acceptor)
1.3.99.33	urocanate reductase
1.3.99.36	cypemycin cysteine dehydrogenase (decarboxylating)
1.3.99.37	1-hydroxy-2-isopentenylcarotenoid 3,4-desaturase
1.3.99.38	menaquinone-9beta-reductase
1.3.99.39	carotenoid phi-ring synthase
1.3.99.40	carotenoid chi-ring synthase
1.3.99.41	3-(methylsulfanyl)propanoyl-CoA 2-dehydrogenase
1.3.99.n1	3-hydroxybenzoyl-CoA reductase
1.4.1.1	alanine dehydrogenase
1.4.1.2	glutamate dehydrogenase
1.4.1.3	glutamate dehydrogenase [NAD(P)(+)]
1.4.1.4	glutamate dehydrogenase (NADP(+))
1.4.1.5	L-amino-acid dehydrogenase
1.4.1.7	serine 2-dehydrogenase
1.4.1.8	valine dehydrogenase (NADP(+))
1.4.1.9	leucine dehydrogenase
1.4.1.10	glycine dehydrogenase
1.4.1.11	L-erythro-3,5-diaminohexanoate dehydrogenase
1.4.1.12	2,4-diaminopentanoate dehydrogenase
1.4.1.13	glutamate synthase (NADPH)
1.4.1.14	glutamate synthase (NADH)
1.4.1.15	lysine dehydrogenase
1.4.1.16	diaminopimelate dehydrogenase
1.4.1.17	N-methylalanine dehydrogenase
1.4.1.18	lysine 6-dehydrogenase
1.4.1.19	tryptophan dehydrogenase
1.4.1.20	phenylalanine dehydrogenase
1.4.1.21	aspartate dehydrogenase
1.4.1.23	valine dehydrogenase (NAD(+))
1.4.1.24	3-dehydroquinate synthase II
1.4.1.25	L-arginine dehydrogenase
1.4.1.26	2,4-diaminopentanoate dehydrogenase (NAD(+))
1.4.1.27	glycine cleavage system
1.4.1.28	secondary-alkyl amine dehydrogenase [NAD(P)(+)]
1.4.2.1	glycine dehydrogenase (cytochrome)
1.4.2.2	nicotine dehydrogenase
1.4.2.3	pseudooxynicotine oxidase
1.4.3.1	D-aspartate oxidase
1.4.3.2	L-amino-acid oxidase
1.4.3.3	D-amino-acid oxidase
1.4.3.4	monoamine oxidase
1.4.3.5	pyridoxal 5'-phosphate synthase
1.4.3.7	D-glutamate oxidase
1.4.3.8	ethanolamine oxidase
1.4.3.10	putrescine oxidase
1.4.3.11	L-glutamate oxidase
1.4.3.12	cyclohexylamine oxidase
1.4.3.13	protein-lysine 6-oxidase
1.4.3.14	L-lysine oxidase
1.4.3.15	D-glutamate(D-aspartate) oxidase
1.4.3.16	L-aspartate oxidase
1.4.3.19	glycine oxidase
1.4.3.20	L-lysine 6-oxidase
1.4.3.21	primary-amine oxidase
1.4.3.22	diamine oxidase
1.4.3.23	7-chloro-L-tryptophan oxidase
1.4.3.25	L-arginine oxidase
1.4.3.26	pre-mycofactocin synthase
1.4.3.27	homospermidine oxidase
1.4.4.2	glycine dehydrogenase (aminomethyl-transferring)
1.4.5.1	D-amino acid dehydrogenase (quinone)
1.4.7.1	glutamate synthase (ferredoxin)
1.4.9.1	methylamine dehydrogenase (amicyanin)
1.4.9.2	aralkylamine dehydrogenase (azurin)
1.4.99.2	taurine dehydrogenase
1.4.99.5	glycine dehydrogenase (cyanide-forming)
1.4.99.6	D-arginine dehydrogenase
1.5.1.1	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H]
1.5.1.2	pyrroline-5-carboxylate reductase
1.5.1.3	dihydrofolate reductase
1.5.1.5	methylenetetrahydrofolate dehydrogenase (NADP(+))
1.5.1.6	formyltetrahydrofolate dehydrogenase
1.5.1.7	saccharopine dehydrogenase (NAD(+), L-lysine-forming)
1.5.1.8	saccharopine dehydrogenase (NADP(+), L-lysine-forming)
1.5.1.9	saccharopine dehydrogenase (NAD(+), L-glutamate-forming)
1.5.1.10	saccharopine dehydrogenase (NADP(+), L-glutamate-forming)
1.5.1.11	D-octopine dehydrogenase
1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD(+))
1.5.1.16	D-lysopine dehydrogenase
1.5.1.17	alanopine dehydrogenase
1.5.1.18	(-)-ephedrine dehydrogenase
1.5.1.19	D-nopaline dehydrogenase
1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
1.5.1.21	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase (NADPH)
1.5.1.22	strombine dehydrogenase
1.5.1.23	tauropine dehydrogenase
1.5.1.24	N(5)-(carboxyethyl)ornithine synthase
1.5.1.25	thiomorpholine-carboxylate dehydrogenase
1.5.1.26	beta-alanopine dehydrogenase
1.5.1.27	1,2-dehydroreticulinium reductase (NADPH)
1.5.1.28	opine dehydrogenase
1.5.1.30	flavin reductase (NADPH)
1.5.1.31	berberine reductase
1.5.1.32	vomilenine reductase
1.5.1.33	pteridine reductase
1.5.1.34	6,7-dihydropteridine reductase
1.5.1.36	flavin reductase (NADH)
1.5.1.37	FAD reductase (NADH)
1.5.1.38	FMN reductase (NADPH)
1.5.1.39	FMN reductase [NAD(P)H]
1.5.1.40	8-hydroxy-5-deazaflavin:NADPH oxidoreductase
1.5.1.41	riboflavin reductase [NAD(P)H]
1.5.1.42	FMN reductase (NADH)
1.5.1.43	carboxynorspermidine synthase
1.5.1.44	festuclavine dehydrogenase
1.5.1.45	FAD reductase [NAD(P)H]
1.5.1.46	agroclavine dehydrogenase
1.5.1.47	dihydromethanopterin reductase [NAD(P)(+)]
1.5.1.48	2-methyl-1-pyrroline reductase
1.5.1.49	1-pyrroline-2-carboxylate reductase [NAD(P)H]
1.5.1.50	dihydromonapterin reductase
1.5.1.51	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase
1.5.1.52	staphylopine dehydrogenase
1.5.1.53	methylenetetrahydrofolate reductase (NADPH)
1.5.1.54	methylenetetrahydrofolate reductase (NADH)
1.5.1.55	carboxyaminopropylagmatine dehydrogenase
1.5.1.56	3,17-didehydrostemmadenine reductase
1.5.1.57	18-hydroxynorfluorocurarine reductase
1.5.3.1	sarcosine oxidasee (formaldehyde-forming)
1.5.3.2	N-methyl-L-amino-acid oxidase
1.5.3.4	N(6)-methyl-lysine oxidase
1.5.3.5	(S)-6-hydroxynicotine oxidase
1.5.3.6	(R)-6-hydroxynicotine oxidase
1.5.3.7	L-pipecolate oxidase
1.5.3.10	dimethylglycine oxidase
1.5.3.12	dihydrobenzophenanthridine oxidase
1.5.3.13	N(1)-acetylpolyamine oxidase
1.5.3.14	polyamine oxidase (propane-1,3-diamine-forming)
1.5.3.15	N(8)-acetylspermidine oxidase (propane-1,3-diamine-forming)
1.5.3.16	spermine oxidase
1.5.3.17	non-specific polyamine oxidase
1.5.3.18	L-saccharopine oxidase
1.5.3.19	4-methylaminobutanoate oxidase (formaldehyde-forming)
1.5.3.20	N-alkylglycine oxidase
1.5.3.21	4-methylaminobutanoate oxidase (methylamine-forming)
1.5.3.22	coenzyme F420H2 oxidase
1.5.3.23	glyphosate oxidoreductase
1.5.3.24	sarcosine oxidase (5,10-methylenetetrahydrofolate-forming)
1.5.3.25	fructosyl amine oxidase (glucosone-forming)
1.5.3.26	fructosyl amine oxidase (fructosamine-forming)
1.5.3.27	2-(methylaminoethyl)phosphonate oxidase
1.5.4.1	pyrimidodiazepine synthase
1.5.5.1	electron-transferring-flavoprotein dehydrogenase
1.5.5.2	proline dehydrogenase
1.5.5.3	hydroxyproline dehydrogenase
1.5.7.1	methylenetetrahydrofolate reductase (ferredoxin)
1.5.7.2	coenzyme F420 oxidoreductase (ferredoxin)
1.5.7.3	N,N-dimethylglycine/sarcosine dehydrogenase (ferredoxin)
1.5.8.1	dimethylamine dehydrogenase
1.5.8.2	trimethylamine dehydrogenase
1.5.8.3	sarcosine dehydrogenase
1.5.8.4	dimethylglycine dehydrogenase
1.5.98.1	methylenetetrahydromethanopterin dehydrogenase
1.5.98.2	5,10-methylenetetrahydromethanopterin reductase
1.5.98.3	coenzyme F420:methanophenazine dehydrogenase
1.5.99.3	L-pipecolate dehydrogenase
1.5.99.4	nicotine 6-hydroxylase
1.5.99.5	methylglutamate dehydrogenase
1.5.99.6	spermidine dehydrogenase
1.5.99.12	cytokinin dehydrogenase
1.5.99.13	D-proline dehydrogenase
1.5.99.14	6-hydroxypseudooxynicotine dehydrogenase
1.5.99.15	dihydromethanopterin reductase (acceptor)
1.5.99.16	2-(methylaminoethyl)phosphonate dehydrogenase (acceptor)
1.6.1.1	NAD(P)(+) transhydrogenase (Si-specific)
1.6.1.3	NAD(P)(+) transhydrogenase
