# $Id$
version  2 # of file format

# three-letter-prefix protein accessions (traditionally with five digits)
3+5  AAE  gb_patent_prot
2+6  HC  embl_patent
2+8  HC  embl_other_nuc
2+10 HC  embl_other_nuc
2+6  HD  embl_patent
2+8  HD  embl_other_nuc
2+10 HD  embl_other_nuc
2+6  HE  embl_dirsub *
2+8  HE  embl_other_nuc
2+10 HE  embl_other_nuc
2+6  HF  embl_dirsub *
2+8  HF  embl_other_nuc
2+10 HF  embl_other_nuc
2+6  HG  embl_dirsub *
2+8  HG  embl_other_nuc
2+10 HG  embl_other_nuc
2+6  HH  embl_patent
2+8  HH  embl_other_nuc
2+10 HH  embl_other_nuc
2+6  HI  embl_patent
2+8  HI  embl_other_nuc
2+10 HI  embl_other_nuc
2+6  HJ  gb_patent
2+8  HJ  gb_other_nuc
2+10 HJ  gb_other_nuc
2+6  HK  gb_patent
2+8  HK  gb_other_nuc
2+10 HK  gb_other_nuc
2+6  HL  gb_patent
2+8  HL  gb_other_nuc
2+10 HL  gb_other_nuc
2+6  HM  gb_dirsub *
2+8  HM  gb_other_nuc
2+10 HM  gb_other_nuc
2+6  HN  gb_gss
2+8  HN  gb_other_nuc
2+10 HN  gb_other_nuc
2+6  HO  gb_est
2+8  HO  gb_other_nuc
2+10 HO  gb_other_nuc
2+6  HP  gb_tsa_nuc
2+8  HP  gb_other_nuc
2+10 HP  gb_other_nuc
2+6  HQ  gb_dirsub *
2+8  HQ  gb_other_nuc
2+10 HQ  gb_other_nuc
2+6  HR  gb_gss
2+8  HR  gb_other_nuc
2+10 HR  gb_other_nuc
2+6  HS  gb_est
2+8  HS  gb_other_nuc
2+10 HS  gb_other_nuc
2+6  HT  ddbj_tpa_con
2+8  HT  ddbj_tpa_nuc
2+10 HT  ddbj_tpa_nuc
2+6  HU  ddbj_tpa_chromosome
2+8  HU  ddbj_tpa_nuc
2+10 HU  ddbj_tpa_nuc
2+6  HV  ddbj_patent
2+8  HV  ddbj_other_nuc
2+10 HV  ddbj_other_nuc
2+6  HW  ddbj_patent
2+8  HW  ddbj_other_nuc
2+10 HW  ddbj_other_nuc
2+6  HX  ddbj_est
2+8  HX  ddbj_other_nuc
2+10 HX  ddbj_other_nuc
2+6  HY  ddbj_est
2+8  HY  ddbj_other_nuc
2+10 HY  ddbj_other_nuc
2+6  HZ  ddbj_patent
2+8  HZ  ddbj_other_nuc
2+10 HZ  ddbj_other_nuc
2+6  JA  embl_patent
2+8  JA  embl_other_nuc
2+10 JA  embl_other_nuc
2+6  JB  embl_patent
2+8  JB  embl_other_nuc
2+10 JB  embl_other_nuc
2+6  JC  embl_patent
2+8  JC  embl_other_nuc
2+10 JC  embl_other_nuc
2+6  JD  embl_patent
2+8  JD  embl_other_nuc
2+10 JD  embl_other_nuc
2+6  JE  embl_patent
2+8  JE  embl_other_nuc
2+10 JE  embl_other_nuc
2+6  JF  gb_dirsub
2+8  JF  gb_other_nuc
2+10 JF  gb_other_nuc
2+6  JG  gb_est
2+8  JG  gb_other_nuc
2+10 JG  gb_other_nuc
2+6  JH  gb_con
2+8  JH  gb_other_nuc
2+10 JH  gb_other_nuc
2+6  JI  gb_tsa_nuc
2+8  JI  gb_other_nuc
2+10 JI  gb_other_nuc
2+6  JJ  gb_gss
2+8  JJ  gb_other_nuc
2+10 JJ  gb_other_nuc
2+6  JK  gb_est
2+8  JK  gb_other_nuc
2+10 JK  gb_other_nuc
2+6  JL  gb_tsa_nuc
2+8  JL  gb_other_nuc
2+10 JL  gb_other_nuc
2+6  JM  gb_gss
2+8  JM  gb_other_nuc
2+10 JM  gb_other_nuc
2+6  JN  gb_dirsub *
2+8  JN  gb_other_nuc
2+10 JN  gb_other_nuc
2+6  JO  gb_tsa_nuc
2+8  JO  gb_other_nuc
2+10 JO  gb_other_nuc
2+6  JP  gb_tsa_nuc
2+8  JP  gb_other_nuc
2+10 JP  gb_other_nuc
2+6  JQ  gb_dirsub
2+8  JQ  gb_other_nuc
2+10 JQ  gb_other_nuc
2+6  JR  gb_tsa_nuc
2+8  JR  gb_other_nuc
2+10 JR  gb_other_nuc
2+6  JS  gb_gss
2+8  JS  gb_other_nuc
2+10 JS  gb_other_nuc
2+6  JT  gb_tsa_nuc
2+8  JT  gb_other_nuc
2+10 JT  gb_other_nuc
2+6  JU  gb_tsa_nuc
2+8  JU  gb_other_nuc
2+10 JU  gb_other_nuc
2+6  JV  gb_tsa_nuc
2+8  JV  gb_other_nuc
2+10 JV  gb_other_nuc
2+6  JW  gb_tsa_nuc
2+8  JW  gb_other_nuc
2+10 JW  gb_other_nuc
2+6  JX  gb_dirsub
2+8  JX  gb_other_nuc
2+10 JX  gb_other_nuc
2+6  JY  gb_gss
2+8  JY  gb_other_nuc
2+10 JY  gb_other_nuc
2+6  JZ  gb_est
2+8  JZ  gb_other_nuc
2+10 JZ  gb_other_nuc
2+6  KA  gb_tsa_nuc
2+8  KA  gb_other_nuc
2+10 KA  gb_other_nuc
2+6  KB  gb_con
2+8  KB  gb_other_nuc
2+10 KB  gb_other_nuc
2+6  KC  gb_dirsub
2+8  KC  gb_other_nuc
2+10 KC  gb_other_nuc
2+6  KD  gb_con
2+8  KD  gb_other_nuc
2+10 KD  gb_other_nuc
2+6  KE  gb_con
2+8  KE  gb_other_nuc
2+10 KE  gb_other_nuc
2+6  KF  gb_dirsub *
2+8  KF  gb_other_nuc
2+10 KF  gb_other_nuc
2+6  KG  gb_gss
2+8  KG  gb_other_nuc
2+10 KG  gb_other_nuc
2+6  KH  gb_patent
2+8  KH  gb_other_nuc
2+10 KH  gb_other_nuc
2+6  KI  gb_con
2+8  KI  gb_other_nuc
2+10 KI  gb_other_nuc
2+6  KJ  gb_dirsub *
2+8  KJ  gb_other_nuc
2+10 KJ  gb_other_nuc
2+6  KK  gb_con
2+8  KK  gb_other_nuc
2+10 KK  gb_other_nuc
2+6  KL  gb_con
2+8  KL  gb_other_nuc
2+10 KL  gb_other_nuc
2+6  KM  gb_dirsub *
2+8  KM  gb_other_nuc
2+10 KM  gb_other_nuc
2+6  KN  gb_con
2+8  KN  gb_other_nuc
2+10 KN  gb_other_nuc
2+6  KO  gb_gss
2+8  KO  gb_other_nuc
2+10 KO  gb_other_nuc
2+6  KP  gb_dirsub
2+8  KP  gb_other_nuc
2+10 KP  gb_other_nuc
2+6  KQ  gb_con
2+8  KQ  gb_other_nuc
2+10 KQ  gb_other_nuc
2+6  KR  gb_dirsub
2+8  KR  gb_other_nuc
2+10 KR  gb_other_nuc
2+6  KS  gb_gss
2+8  KS  gb_other_nuc
2+10 KS  gb_other_nuc
2+6  KT  gb_dirsub
2+8  KT  gb_other_nuc
2+10 KT  gb_other_nuc
2+6  KU  gb_dirsub
2+8  KU  gb_other_nuc
2+10 KU  gb_other_nuc
2+6  KV  gb_con
2+8  KV  gb_other_nuc
2+10 KV  gb_other_nuc
2+6  KW  gb_other_nuc
2+8  KW  gb_other_nuc
2+10 KW  gb_other_nuc
2+6  KX  gb_dirsub
2+8  KX  gb_other_nuc
2+10 KX  gb_other_nuc
2+6  KY  gb_dirsub
2+8  KY  gb_other_nuc
2+10 KY  gb_other_nuc
2+6  KZ  gb_con
2+8  KZ  gb_other_nuc
2+10 KZ  gb_other_nuc
2+6  LA  ddbj_tsa_nuc
2+8  LA  ddbj_other_nuc
2+10 LA  ddbj_other_nuc
2+6  LB  ddbj_gss
2+8  LB  ddbj_other_nuc
2+10 LB  ddbj_other_nuc
2+6  LC  ddbj_dirsub
2+8  LC  ddbj_other_nuc
2+10 LC  ddbj_other_nuc
2+6  LD  ddbj_con
2+8  LD  ddbj_other_nuc
2+10 LD  ddbj_other_nuc
2+6  LE  ddbj_tsa_nuc
2+8  LE  ddbj_other_nuc
2+10 LE  ddbj_other_nuc
2+6  LF  ddbj_patent
2+8  LF  ddbj_other_nuc
2+10 LF  ddbj_other_nuc
2+6  LG  ddbj_patent
2+8  LG  ddbj_other_nuc
2+10 LG  ddbj_other_nuc
2+6  LH  ddbj_tsa_nuc
2+8  LH  ddbj_other_nuc
2+10 LH  ddbj_other_nuc
2+6  LI  ddbj_tsa_nuc
2+8  LI  ddbj_other_nuc
2+10 LI  ddbj_other_nuc
2+6  LJ  ddbj_tsa_nuc
2+8  LJ  ddbj_other_nuc
2+10 LJ  ddbj_other_nuc
2+6  LK  embl_dirsub *
2+8  LK  embl_other_nuc
2+10 LK  embl_other_nuc
2+6  LL  embl_dirsub
2+8  LL  embl_other_nuc
2+10 LL  embl_other_nuc
2+6  LM  embl_dirsub *
2+8  LM  embl_other_nuc
2+10 LM  embl_other_nuc
2+6  LN  embl_dirsub *
2+8  LN  embl_other_nuc
2+10 LN  embl_other_nuc
2+6  LO  embl_dirsub *
2+8  LO  embl_other_nuc
2+10 LO  embl_other_nuc
2+6  LP  embl_patent
2+8  LP  embl_other_nuc
2+10 LP  embl_other_nuc
2+6  LQ  embl_patent
2+8  LQ  embl_other_nuc
2+10 LQ  embl_other_nuc
2+6  LR  embl_dirsub * # embl_patent?
2+8  LR  embl_other_nuc
2+10 LR  embl_other_nuc
2+6  LS  embl_dirsub # embl_patent?
2+8  LS  embl_other_nuc
2+10 LS  embl_other_nuc
2+6  LT  embl_dirsub *
2+8  LT  embl_other_nuc
2+10 LT  embl_other_nuc
2+6  LU  ddbj_est
2+8  LU  ddbj_other_nuc
2+10 LU  ddbj_other_nuc
2+6  LV  ddbj_patent
2+8  LV  ddbj_other_nuc
2+10 LV  ddbj_other_nuc
2+6  LW  ddbj_other_nuc
2+8  LW  ddbj_other_nuc
2+10 LW  ddbj_other_nuc
2+6  LX  ddbj_patent
2+8  LX  ddbj_other_nuc
2+10 LX  ddbj_other_nuc
2+6  LY  ddbj_patent
2+8  LY  ddbj_other_nuc
2+10 LY  ddbj_other_nuc
2+6  LZ  ddbj_patent
2+8  LZ  ddbj_other_nuc
2+10 LZ  ddbj_other_nuc
2+6  MA  ddbj_patent
2+8  MA  ddbj_other_nuc
2+10 MA  ddbj_other_nuc
2+6  MB  ddbj_patent
2+8  MB  ddbj_other_nuc
2+10 MB  ddbj_other_nuc
2+6  MC  ddbj_patent
2+8  MC  ddbj_other_nuc
2+10 MC  ddbj_other_nuc
2+6  MD  ddbj_patent
2+8  MD  ddbj_other_nuc
2+10 MD  ddbj_other_nuc
2+6  ME  ddbj_patent
2+8  ME  ddbj_other_nuc
2+10 ME  ddbj_other_nuc
2+6  MF  gb_dirsub
2+8  MF  gb_other_nuc
2+10 MF  gb_other_nuc
2+6  MG  gb_dirsub
2+8  MG  gb_other_nuc
2+10 MG  gb_other_nuc
2+6  MH  gb_dirsub
2+8  MH  gb_other_nuc
2+10 MH  gb_other_nuc
2+6  MI  gb_patent
2+8  MI  gb_other_nuc
2+10 MI  gb_other_nuc
2+6  MJ  gb_gss
2+8  MJ  gb_other_nuc
2+10 MJ  gb_other_nuc
2+6  MK  gb_dirsub
2+8  MK  gb_other_nuc
2+10 MK  gb_other_nuc
2+6  ML  gb_con
2+8  ML  gb_other_nuc
2+10 ML  gb_other_nuc
2+6  MM  gb_patent
2+8  MM  gb_other_nuc
2+10 MM  gb_other_nuc
2+6  MN  gb_dirsub
2+8  MN  gb_other_nuc
2+10 MN  gb_other_nuc
2+6  MO  gb_patent
2+8  MO  gb_other_nuc
2+10 MO  gb_other_nuc
2+6  MP  embl_patent
2+8  MP  embl_other_nuc
2+10 MP  embl_other_nuc
2+6  MQ  embl_patent
2+8  MQ  embl_other_nuc
2+10 MQ  embl_other_nuc
2+6  MR  embl_patent
2+8  MR  embl_other_nuc
2+10 MR  embl_other_nuc
2+6  MS  embl_patent
2+8  MS  embl_other_nuc
2+10 MS  embl_other_nuc
2+6  MT  gb_dirsub
2+8  MT  gb_other_nuc
2+10 MT  gb_other_nuc
2+6  MU  gb_con
2+8  MU  gb_other_nuc
2+10 MU  gb_other_nuc
2+6  MV  gb_patent
2+8  MV  gb_other_nuc
2+10 MV  gb_other_nuc
2+6  MW  gb_dirsub
2+8  MW  gb_other_nuc
2+10 MW  gb_other_nuc
2+6  MX  gb_patent
2+8  MX  gb_other_nuc
2+10 MX  gb_other_nuc
2+6  MY  gb_patent
2+8  MY  gb_other_nuc
2+10 MY  gb_other_nuc
2+6  M?  gb_other_nuc
2+8  M?  gb_other_nuc
2+10 M?  gb_other_nuc
2+6  NC  unreserved_nuc # deliberately skipped
2+8  NC  unreserved_nuc # deliberately skipped
2+10 NC  unreserved_nuc # deliberately skipped
2+6  NG  unreserved_nuc # deliberately skipped
2+8  NG  unreserved_nuc # deliberately skipped
2+10 NG  unreserved_nuc # deliberately skipped
2+6  NM  unreserved_nuc # deliberately skipped
2+8  NM  unreserved_nuc # deliberately skipped
2+10 NM  unreserved_nuc # deliberately skipped
2+6  NP  unreserved_nuc # deliberately skipped
2+8  NP  unreserved_nuc # deliberately skipped
2+10 NP  unreserved_nuc # deliberately skipped
2+6  NR  unreserved_nuc # deliberately skipped
2+8  NR  unreserved_nuc # deliberately skipped
2+10 NR  unreserved_nuc # deliberately skipped
2+6  NS  unreserved_nuc # deliberately skipped
2+8  NS  unreserved_nuc # deliberately skipped
2+10 NS  unreserved_nuc # deliberately skipped
2+6  NT  unreserved_nuc # deliberately skipped
2+8  NT  unreserved_nuc # deliberately skipped
2+10 NT  unreserved_nuc # deliberately skipped
2+6  NW  unreserved_nuc # deliberately skipped
2+8  NW  unreserved_nuc # deliberately skipped
2+10 NW  unreserved_nuc # deliberately skipped
2+6  NZ  unreserved_nuc # deliberately skipped
2+8  NZ  unreserved_nuc # deliberately skipped
2+10 NZ  unreserved_nuc # deliberately skipped
2+6  OA  embl_other_nuc
2+8  OA  embl_other_nuc
2+10 OA  embl_other_nuc
2+6  OB  embl_other_nuc *
2+8  OB  embl_other_nuc
2+10 OB  embl_other_nuc
2+6  OC  embl_other_nuc
2+8  OC  embl_other_nuc
2+10 OC  embl_other_nuc
2+6  OD  embl_other_nuc
2+8  OD  embl_other_nuc
2+10 OD  embl_other_nuc
2+6  OE  embl_other_nuc
2+8  OE  embl_other_nuc
2+10 OE  embl_other_nuc
2+6  OF  ddbj_patent # from Korea
2+8  OF  ddbj_other_nuc
2+10 OF  ddbj_other_nuc
2+6  OG  ddbj_patent
2+8  OG  ddbj_other_nuc
2+10 OG  ddbj_other_nuc
2+6  OH  ddbj_est
2+8  OH  ddbj_other_nuc
2+10 OH  ddbj_other_nuc
2+6  OI  ddbj_other_nuc
2+8  OI  ddbj_other_nuc
2+10 OI  ddbj_other_nuc
2+6  OJ  ddbj_other_nuc
2+8  OJ  ddbj_other_nuc
2+10 OJ  ddbj_other_nuc
2+6  OK  gb_other_nuc
2+8  OK  gb_other_nuc
2+10 OK  gb_other_nuc
2+6  OL  gb_other_nuc
2+8  OL  gb_other_nuc
2+10 OL  gb_other_nuc
2+6  OM  gb_other_nuc
2+8  OM  gb_other_nuc
2+10 OM  gb_other_nuc
2+6  ON  gb_other_nuc
2+8  ON  gb_other_nuc
2+10 ON  gb_other_nuc
2+6  OO  gb_other_nuc
2+8  OO  gb_other_nuc
2+10 OO  gb_other_nuc
2+6  OP  gb_other_nuc
2+8  OP  gb_other_nuc
2+10 OP  gb_other_nuc
2+6  OQ  gb_other_nuc
2+8  OQ  gb_other_nuc
2+10 OQ  gb_other_nuc
2+6  OR  gb_other_nuc
2+8  OR  gb_other_nuc
2+10 OR  gb_other_nuc
2+6  OS  gb_other_nuc
2+8  OS  gb_other_nuc
2+10 OS  gb_other_nuc
2+6  OT  gb_other_nuc
2+8  OT  gb_other_nuc
2+10 OT  gb_other_nuc
2+6  O?  embl_other_nuc
2+8  O?  embl_other_nuc
2+10 O?  embl_other_nuc
2+6  TI  unreserved_nuc # deliberately skipped
2+8  TI  unreserved_nuc # deliberately skipped
2+10 TI  unreserved_nuc # deliberately skipped
2+6  WP  unreserved_nuc # deliberately skipped
2+8  WP  unreserved_nuc # deliberately skipped
2+10 WP  unreserved_nuc # deliberately skipped
2+6  XM  unreserved_nuc # deliberately skipped
2+8  XM  unreserved_nuc # deliberately skipped
2+10 XM  unreserved_nuc # deliberately skipped
2+6  XP  unreserved_nuc # deliberately skipped
2+8  XP  unreserved_nuc # deliberately skipped
2+10 XP  unreserved_nuc # deliberately skipped
2+6  XR  unreserved_nuc # deliberately skipped
2+8  XR  unreserved_nuc # deliberately skipped
2+10 XR  unreserved_nuc # deliberately skipped
2+6  YP  unreserved_nuc # deliberately skipped
2+8  YP  unreserved_nuc # deliberately skipped
2+10 YP  unreserved_nuc # deliberately skipped
2+6  ZP  unreserved_nuc # deliberately skipped
2+8  ZP  unreserved_nuc # deliberately skipped
2+10 ZP  unreserved_nuc # deliberately skipped
2+6  ??  unreserved_nuc
2+8  ??  unreserved_nuc
2+10 ??  unreserved_nuc

# Specially handled type-general Dbtag names; commented out for now in
# favor of a hard-coded list.  (Uncommenting them will override it.)

#gnl  SRA         general_nuc
#gnl  ti          general_nuc
#gnl  TR_ASSM_CH  general_nuc
#gnl  TRACE_ASSM  general_nuc
#gnl  TRACE_CHGR  general_nuc

# SPECIAL CASES
# Mostly in the same order as baseline assignments, but embl_tpa_prot
# specials are at the very end because there are so many of them.  To
# keep to a rough limit of 100 ranges per prefix, resort to *_other_nuc
# for some heavily mixed ranges.

# Some GenBank "TPA" 8-character protein accessions are really native.
special2 DAA+5 gb_prot
: 00001 2110-6 34794-5

# Nominally ddbj_est.
special2 C+5 ddbj_dirsub
: 21595-827 2715-62 83-911 4689-767 75685-936 95573-642 9933-76

# Nominally ddbj_dirsub.  Split out EST ranges, and give the benefit
# of the doubt to sequences that look like ddbj_con, ddbj_genome,
# ddbj_mrna, or ddbj_other_nuc.
special2 D+5 ddbj_est
: 00922 11487-2469 7812-21053
: 6771-8109 70-83 5-96 8 200 3 5-6 8-15 7-24 7 9 32 4 81-8 90-310 2-8 20-6
: 603-744 9018-624 993-30029 816-1599 2304-958 60-3769 71-4214 6-410 2-589
: 640-5674 6-6684 42187-3617 60143-1376 420-685 708-2388
: 90-3133 71-317 9-24 30 746-58 4179-5034 6-241 3-978 80-6873
: 7099-8048 50-323 5-600 2-9603 5-70813 6447-7996
# EST range counts: 62, 118, 101, 70, 1208, 45, and 91 respectively.
special2 D+5 ddbj_other_nuc
: 15075-7289 21355-6768 36686-42011 4612-9352 50936-60141 70900-6413 8209-89649

special  F38006         embl_dirsub # Nominally embl_est.

# Nominally gsdb_dirsub.  Split out EST, GSS, and STS ranges, and
# give the benefit of the doubt to sequences that look like gb_cdna,
# gb_con, gb_genome, gsdb_dirsub, or gb_other_nuc.
special2 L+5 gb_est
: 18857-8 9032-41 143-55 60 202-14 20451-61 5173-249 344-5 7 417-20 49-525
: 6606-848 7444 30148 1968-2015 28-65 3494-675 4957-5007 773-843
: 7453-515 607-59 974-8013 26-243 525-43 741 50-60 3 74 87 40420-4 3576-7 9-80
: 4279-576 6401-582 914-7098 842-965 8818-73 9057-120 76101-31 81201-60
special2 L+5 gb_sts
: 00738-844 6-50 2-91 3-916 94-1014 996-2021 80-91 4198-215 7331-2 863
: 17188-290 8193-255 23479-93 992 7 4693 826 5137 888 8178-418 20-2
: 31430-7 40-89 4798-802 5580-1 6534 7208-88 9872-3 40034 40-1 351-2 1967
: 7214-5 542 54-68 8016 76151 7669-70 4-83 5-6 9 878-83 993
special  L48736-L48796  gb_gss
special  L08881-L15794  gb_other_nuc # 6 EST ranges and 23 STS ranges

# Nominally gsdb_dirsub.  Split out EST and STS ranges, and give the
# benefit of the doubt to sequences that look like gb_cdna, gb_con,
# gb_genome, gsdb_dirsub, or gb_other_nuc.
special2 M+5 gb_est
: 61953-2300
: 75734-848 50-2 4-5 7 9-63 8-9 72 4 6-81 5 90 2-902 4-5 12 5 7-43 5-6 51 5
: 64-5 88 6111-22 7851-9278 465-80184 5308-6179 8774-9469
: 91216-22 387-403 80-511 2283-4 935 6605-21
special2 M+5 gb_sts
: 23606-10 80369-76 3631-9 4924-34 43 94585-622 35-43 55-62 5212-80 301-23
: 8979-96

# Early N accessions were assigned haphazardly, and sometimes ambiguously.
# (These are all secondary accessions nowadays, though.)  "*" denotes what,
# if anything, N????? (and usually also N?????.1) immediately resolves to.
# Some unambiguous accessions don't resolve, and some ambiguous ones do.
special  N00001  gb_embl        # (L29187+L00109+L00110 / AH005313.2) / X04516.1
special  N00002  gb_embl_ddbj   # M31027.1 / X04469.1 = D00002
special  N00003  gb_ddbj        # L29169.1 / D00003.1
special  N00004  gb_ddbj        # *L29170.1 / D00004.1
special  N00005  gb_embl_ddbj   # L29171.1 / V01385.1 / D00005.1
special  N00006  gb_ddbj        # (M31028.1 / AH002572.2) / D00006.1
special  N00007  gb_ddbj        # (M31029.1 / AH002572.2) / D00007.1
special  N00008  gb_other_nuc   # *L29172.1
special  N00009  gb_embl_ddbj   # M13655.1 / *X00532.1 / D00009.1 (= M13655.1)
special  N00010  gb_embl_ddbj   # *L29174.1 / X04067.1 = D00010.1
special  N00011  gb_embl        # *L29175.1 = V00749.1
special  N00012  gb_embl_ddbj   # L29176.1 = V00751.1 / D00012.1
special  N00013  gb_other_nuc   # L29177.1 / AH002712.2
special  N00014  gb_ddbj        # (L29178.1 / AH005322.2) / D00014.1
special  N00015  gb_ddbj        # (L29187.1 / AH005313.2) / D00015.1
special  N00016  gb_ddbj        # (L29188.1 / AH005313.2) / D00016.1
special  N00017  gb_ddbj        # *L29190.1 / (M14043 =) D00017.1
special  N00018  gb_other_nuc   # *L29191.1 / AH002172.2; only unversioned
special  N00019  gb_other_nuc   # *L29197.1
special  N00020  gb_embl_ddbj   # (L29198.1 / AH002320.2) / X03632.1 = D00020.1
special  N00021  gb_ddbj        # (L29199.1 / AH002320.2) / D00021.1
special  N00022  gb_embl_ddbj   # L29390.1 / V01168.1 / D00022.1
special  N00023  gb_ddbj        # (L29391.1 / AH000963.2) / D00023.1
special  N00024  gb_ddbj        # *L29392.1 / (M13071.1 =) D00024.1
special  N00025  gb_embl_ddbj   # L29393.1 / X00626.1 / D00025.1
special  N00026  gb_ddbj        # L29394.1 (= *X00442.1) / D00026.1
special  N00027  gb_other_nuc   # *L29395.1
special  N00028  ddbj_other_nuc # D00028.1
special  N00029  gb_ddbj        # *L29397.1 / D00029.1
special  N00030  gb_ddbj        # M10126.1 / D00030.1
special  N00031  gb_ddbj        # (*L29400.1 / AH002739.2) / D00031.1; unvers.
special  N00032  gb_ddbj        # (L?????.1 / AH??????.2) / D00032.1
special  N00033  gb_ddbj        # (L29401.1 / AH002776.2) / D00033.1
special  N00034  gb_ddbj        # (L29424.1 / AH001823.2) / D00034.1
special  N00035  ddbj_other_nuc # D00035.1
special  N00036  gb_ddbj        # M31030.1 / D00036.1
special  N00037  ddbj_other_nuc # D00037.1
special  N00038  gb_ddbj        # M31031.1 / D00038.1
special  N00039  gb_ddbj        # *L29427.1 / D00039.1
special  N00040  gb_ddbj        # L29428.1 / D00040.1
special  N00041  gb_other_nuc   # L29429.1 / *M13756.1 (= D00041)
special  N00042  gb_ddbj        # (L29430.1 / AH002209.2) / (M13752 =) D00042.1
special  N00043  gb_ddbj        # (L29431.1 / AH005585.2) / (M13753 =) D00043.1
special  N00044  gb_ddbj        # L29432.1 / D00044.1
special  N00045  gb_other_nuc   # (*L29433.1/AH002727.2); once also DDBJ?
special  N00046  gb_other_nuc   # *L29434.1
special  N00047  gb_ddbj        # (*L29435.1 / AH002481.2) / D00047.1
special  N00048  gb_other_nuc   # *L29436.1
special  N00049  gb_ddbj        # M31032.1 / D00049.1
special  N00050  gb_ddbj        # (L29399.1 / AH002739.2) / D00050.1
special  N00051  gb_ddbj        # (L?????.1 / AH??????.2) / D00051.1
special  N00052  gb_other_nuc   # L29472.1 / *M14909.1 (= D00052.1)
special  N00053  ddbj_other_nuc # D00053.1
special  N00054  gb_other_nuc   # M31033.1
special  N00055  gb_ddbj        # (L?????.1 / AH??????.2) / D00055.1
special  N00056  gb_ddbj        # L39908.1 / D00056.1
special  N00057  gb_embl        # M31034.1 / X05532.1
special  N00058  gb_embl_ddbj   # M31035.1 (= X05163.1) / (X05537.1 =) D00058.1
special  N00059  gb_ddbj        # M22232.1 / (X05538.1 =) D00059.1
special  N00060  embl_other_nuc # X05541.1 (= D00060.1)
special  N00061  ddbj_other_nuc # (X05531.1 =) D00061.1
special  N00062  ddbj_other_nuc # (X05530.1 =) D00062.1
special  N00063  ddbj_other_nuc # (X05529.1 =) D00063.1
special  N00064  embl_other_nuc # X05528.1 (= D00064.1 = D10030.1)
special  N00065  ddbj_other_nuc # (X05527.1 =) D00065.1 = D10031.1
special  N00066  ddbj_other_nuc # D00066.1
special  N00067  ddbj_other_nuc # (M20207.1 =) D00067.1
special  N00068  ddbj_other_nuc # D00068.1
special  N00069  ddbj_other_nuc # D00069.1
special  N00070  embl_ddbj      # X04036.1 = D00070.1
special  N00078  ddbj_other_nuc # D00078.1
special  N00079  ddbj_other_nuc # D00079.1
special  N00083  ddbj_other_nuc # D00083.1
special  N00088  ddbj_other_nuc # (M16550.1 =) D00088.1 = D10032.1
special  N00090  ddbj_other_nuc # (X05597.1 =) D00090.1
special  N00091  ddbj_other_nuc # (M15807.1 =) D00091.1
special  N00092  ddbj_other_nuc # D00092.1
special  N00093  ddbj_other_nuc # (M34437.1 = X04797.1 =) D00093.1
special  N00094  ddbj_other_nuc # (X05040.1 =) D00094.1
special  N18624  gb_other_nuc   # *L29496.1 / M23263.1
special  N20001-N97317  gb_est
special  N97318-N97531  gb_gss
special  N97532-N99999  gb_est

# Nominally gb_est.
special2 T+5 gb_gss
: 02634-808 9496-993

# Nominally gb_dirsub.
special2 U+5 gb_est
: 01537-51 921 13686 4111-4 71 5041-7 988 7154 513-64 82-4 905-9 76-7
: 99-8008 10-7 9036 135-41 512-5 678-93 732 72 823 21073-81 3-5 457-70 33921
: 4233-44 396-400 5429 6594-6 7151-64 229 31-4 913-35 7-8174 9396 407-8 588-607
: 40055 140-3 53 589 629 1133-61 297 2490-1 570-9 751 3146
: 4093-102 35-377 981-90 54592-607 706-33 5-9 79 5034 777 962-91 6653-60 7844
: 8051-82 979 9417 9 755-6 60299-311 799 2909 3519 22-8 4597 679 965-6
: 5082 383-9 438-9 740 917 6423 576-7 693-7 718
special2 U+5 gb_gss
: 19502-10 21493-545 37588 60606-38 1299-300 522-5 5903-5 6210-3 5 97486 8 90 3
# Respective (EST, GSS, STS) range counts:
# (21, 1, 0); (18, 1, 0); (30, 5, 0); (13, 5, 0); (103, 35, 1)
special2 U+5 gb_other_nuc
: 23049-6690 7989-31698 46160-53560 67850-70383 2041-95639

# Nominally embl_dirsub.  Give the benefit of the doubt to sequences
# that look like embl_con, embl_genome, or embl_other_nuc, but split
# out EST ranges.
special2 X+5 embl_est
: 61801-99 2402 5268-75 374-93 71637-41 3-52 3542-8 704-804 6318 487 8018-28
: 82204 3032-4 304-66 4313 711-21 5546-725 6144-6 218-20 7300-5 9987-96
: 90532-45 1308-35 672-734 2440 790-803
: 3012-4 79 227-300 413-60 811-67 915-9 88-9 4486-532 5581 686 6619-25
: 7503-19 896-7 8134-40 98-204 425-8 548-54 9272

# Nominally embl_dirsub.  Give the benefit of the doubt to sequences
# that look like embl_genome or embl_other_nuc, but split out EST
# ranges.
special2 Y+5 embl_est
: 07823 8464-83 705-14
: 9139 316-20 59-64 75-7 459-64 519-23 43-5 726-32 875 981-6
: 10008-10 37-42 56-60 217-20 671-2 1191 308 615 4396-402 6130-1 971-4 8366

# Nominally embl_dirsub.  Give the benefit of the doubt to sequences
# that look like embl_genome or embl_other_nuc, but split out EST
# ranges.
special2 Z+5 embl_est
: 24464-546 760-6
: 9-5279 83-392 400-17 86-508 10-8 46-86 8-733 76-94 9-801 5-8 25-6 32-50
